DATAFLOW,SEXP: Sex,LTHP: Type of long-term health condition,AGEP: Age,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2191: 2191,POA: Postal Areas,1: New South Wales,2021,322
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5160: 5160,POA: Postal Areas,4: South Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2729: 2729,POA: Postal Areas,1: New South Wales,2021,142
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3636: 3636,POA: Postal Areas,2: Victoria,2021,641
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5234: 5234,POA: Postal Areas,4: South Australia,2021,139
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3520: 3520,POA: Postal Areas,2: Victoria,2021,30
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5062: 5062,POA: Postal Areas,4: South Australia,2021,1259
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2583: 2583,POA: Postal Areas,1: New South Wales,2021,422
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3981: 3981,POA: Postal Areas,2: Victoria,2021,527
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6326: 6326,POA: Postal Areas,5: Western Australia,2021,27
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4486: 4486,POA: Postal Areas,3: Queensland,2021,45
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6467: 6467,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0873: 0873,POA: Postal Areas,7: Northern Territory,2021,132
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4355: 4355,POA: Postal Areas,3: Queensland,2021,323
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7185: 7185,POA: Postal Areas,6: Tasmania,2021,26
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3865: 3865,POA: Postal Areas,2: Victoria,2021,46
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5222: 5222,POA: Postal Areas,4: South Australia,2021,58
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6368: 6368,POA: Postal Areas,5: Western Australia,2021,5
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6158: 6158,POA: Postal Areas,5: Western Australia,2021,654
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5491: 5491,POA: Postal Areas,4: South Australia,2021,174
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2388: 2388,POA: Postal Areas,1: New South Wales,2021,182
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6434: 6434,POA: Postal Areas,5: Western Australia,2021,11
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5291: 5291,POA: Postal Areas,4: South Australia,2021,641
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3750: 3750,POA: Postal Areas,2: Victoria,2021,1030
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3683: 3683,POA: Postal Areas,2: Victoria,2021,190
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4615: 4615,POA: Postal Areas,3: Queensland,2021,1033
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6608: 6608,POA: Postal Areas,5: Western Australia,2021,8
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3206: 3206,POA: Postal Areas,2: Victoria,2021,695
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3030: 3030,POA: Postal Areas,2: Victoria,2021,8054
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4312: 4312,POA: Postal Areas,3: Queensland,2021,347
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2125: 2125,POA: Postal Areas,1: New South Wales,2021,864
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5360: 5360,POA: Postal Areas,4: South Australia,2021,97
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6489: 6489,POA: Postal Areas,5: Western Australia,2021,10
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2833: 2833,POA: Postal Areas,1: New South Wales,2021,26
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3158: 3158,POA: Postal Areas,2: Victoria,2021,715
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5040: 5040,POA: Postal Areas,4: South Australia,2021,209
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2285: 2285,POA: Postal Areas,1: New South Wales,2021,4392
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4129: 4129,POA: Postal Areas,3: Queensland,2021,732
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3294: 3294,POA: Postal Areas,2: Victoria,2021,79
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4378: 4378,POA: Postal Areas,3: Queensland,2021,63
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2073: 2073,POA: Postal Areas,1: New South Wales,2021,796
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4804: 4804,POA: Postal Areas,3: Queensland,2021,152
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0850: 0850,POA: Postal Areas,7: Northern Territory,2021,408
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2337: 2337,POA: Postal Areas,1: New South Wales,2021,607
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2805: 2805,POA: Postal Areas,1: New South Wales,2021,40
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3919: 3919,POA: Postal Areas,2: Victoria,2021,416
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4211: 4211,POA: Postal Areas,3: Queensland,2021,5645
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5605: 5605,POA: Postal Areas,4: South Australia,2021,190
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2730: 2730,POA: Postal Areas,1: New South Wales,2021,111
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4515: 4515,POA: Postal Areas,3: Queensland,2021,374
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4020: 4020,POA: Postal Areas,3: Queensland,2021,2877
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6028: 6028,POA: Postal Areas,5: Western Australia,2021,1629
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3124: 3124,POA: Postal Areas,2: Victoria,2021,1526
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4865: 4865,POA: Postal Areas,3: Queensland,2021,647
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2061: 2061,POA: Postal Areas,1: New South Wales,2021,409
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5133: 5133,POA: Postal Areas,4: South Australia,2021,13
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0832: 0832,POA: Postal Areas,7: Northern Territory,2021,1203
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3599: 3599,POA: Postal Areas,2: Victoria,2021,6
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6016: 6016,POA: Postal Areas,5: Western Australia,2021,872
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4514: 4514,POA: Postal Areas,3: Queensland,2021,732
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4425: 4425,POA: Postal Areas,3: Queensland,2021,9
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2175: 2175,POA: Postal Areas,1: New South Wales,2021,75
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2560: 2560,POA: Postal Areas,1: New South Wales,2021,7529
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4170: 4170,POA: Postal Areas,3: Queensland,2021,2694
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3156: 3156,POA: Postal Areas,2: Victoria,2021,3694
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3423: 3423,POA: Postal Areas,2: Victoria,2021,75
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6068: 6068,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3682: 3682,POA: Postal Areas,2: Victoria,2021,45
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2126: 2126,POA: Postal Areas,1: New South Wales,2021,906
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2482: 2482,POA: Postal Areas,1: New South Wales,2021,554
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3462: 3462,POA: Postal Areas,2: Victoria,2021,164
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5221: 5221,POA: Postal Areas,4: South Australia,2021,28
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6392: 6392,POA: Postal Areas,5: Western Australia,2021,30
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4879: 4879,POA: Postal Areas,3: Queensland,2021,1817
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3387: 3387,POA: Postal Areas,2: Victoria,2021,31
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4225: 4225,POA: Postal Areas,3: Queensland,2021,745
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6317: 6317,POA: Postal Areas,5: Western Australia,2021,319
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5604: 5604,POA: Postal Areas,4: South Australia,2021,21
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7007: 7007,POA: Postal Areas,6: Tasmania,2021,338
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2847: 2847,POA: Postal Areas,1: New South Wales,2021,246
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4745: 4745,POA: Postal Areas,3: Queensland,2021,173
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3918: 3918,POA: Postal Areas,2: Victoria,2021,462
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2576: 2576,POA: Postal Areas,1: New South Wales,2021,1024
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2604: 2604,POA: Postal Areas,8: Australian Capital Territory,2021,1314
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6029: 6029,POA: Postal Areas,5: Western Australia,2021,153
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4116: 4116,POA: Postal Areas,3: Queensland,2021,1290
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5462: 5462,POA: Postal Areas,4: South Australia,2021,64
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2640: 2640,POA: Postal Areas,1: New South Wales,2021,4378
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2338: 2338,POA: Postal Areas,1: New South Wales,2021,131
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6564: 6564,POA: Postal Areas,5: Western Australia,2021,33
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7315: 7315,POA: Postal Areas,6: Tasmania,2021,1658
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2790: 2790,POA: Postal Areas,1: New South Wales,2021,1714
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3847: 3847,POA: Postal Areas,2: Victoria,2021,244
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6348: 6348,POA: Postal Areas,5: Western Australia,2021,88
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4074: 4074,POA: Postal Areas,3: Queensland,2021,1949
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5555: 5555,POA: Postal Areas,4: South Australia,2021,58
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5172: 5172,POA: Postal Areas,4: South Australia,2021,306
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2475: 2475,POA: Postal Areas,1: New South Wales,2021,40
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0810: 0810,POA: Postal Areas,7: Northern Territory,2021,1971
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3333: 3333,POA: Postal Areas,2: Victoria,2021,100
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2765: 2765,POA: Postal Areas,1: New South Wales,2021,2203
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2045: 2045,POA: Postal Areas,1: New South Wales,2021,555
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6008: 6008,POA: Postal Areas,5: Western Australia,2021,1412
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2192: 2192,POA: Postal Areas,1: New South Wales,2021,715
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7172: 7172,POA: Postal Areas,6: Tasmania,2021,515
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2306: 2306,POA: Postal Areas,1: New South Wales,2021,689
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3089: 3089,POA: Postal Areas,2: Victoria,2021,1054
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3889: 3889,POA: Postal Areas,2: Victoria,2021,7
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3052: 3052,POA: Postal Areas,2: Victoria,2021,930
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4825: 4825,POA: Postal Areas,3: Queensland,2021,1038
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2095: 2095,POA: Postal Areas,1: New South Wales,2021,988
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4371: 4371,POA: Postal Areas,3: Queensland,2021,55
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3644: 3644,POA: Postal Areas,2: Victoria,2021,1000
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5166: 5166,POA: Postal Areas,4: South Australia,2021,253
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6701: 6701,POA: Postal Areas,5: Western Australia,2021,241
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3529: 3529,POA: Postal Areas,2: Victoria,2021,6
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6336: 6336,POA: Postal Areas,5: Western Australia,2021,26
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2534: 2534,POA: Postal Areas,1: New South Wales,2021,431
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5068: 5068,POA: Postal Areas,4: South Australia,2021,998
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3179: 3179,POA: Postal Areas,2: Victoria,2021,413
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2088: 2088,POA: Postal Areas,1: New South Wales,2021,1654
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6181: 6181,POA: Postal Areas,5: Western Australia,2021,42
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2147: 2147,POA: Postal Areas,1: New South Wales,2021,2842
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4492: 4492,POA: Postal Areas,3: Queensland,2021,14
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6635: 6635,POA: Postal Areas,5: Western Australia,2021,8
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4819: 4819,POA: Postal Areas,3: Queensland,2021,217
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3777: 3777,POA: Postal Areas,2: Victoria,2021,1179
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3518: 3518,POA: Postal Areas,2: Victoria,2021,159
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4694: 4694,POA: Postal Areas,3: Queensland,2021,15
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3670: 3670,POA: Postal Areas,2: Victoria,2021,43
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4160: 4160,POA: Postal Areas,3: Queensland,2021,1631
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3810: 3810,POA: Postal Areas,2: Victoria,2021,5714
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2400: 2400,POA: Postal Areas,1: New South Wales,2021,607
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6239: 6239,POA: Postal Areas,5: Western Australia,2021,442
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5720: 5720,POA: Postal Areas,4: South Australia,2021,13
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7140: 7140,POA: Postal Areas,6: Tasmania,2021,1570
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2702: 2702,POA: Postal Areas,1: New South Wales,2021,83
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2317: 2317,POA: Postal Areas,1: New South Wales,2021,709
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3081: 3081,POA: Postal Areas,2: Victoria,2021,1664
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5106: 5106,POA: Postal Areas,4: South Australia,2021,28
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7302: 7302,POA: Postal Areas,6: Tasmania,2021,148
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4217: 4217,POA: Postal Areas,3: Queensland,2021,2935
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2019: 2019,POA: Postal Areas,1: New South Wales,2021,895
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3377: 3377,POA: Postal Areas,2: Victoria,2021,1096
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6308: 6308,POA: Postal Areas,5: Western Australia,2021,144
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2866: 2866,POA: Postal Areas,1: New South Wales,2021,266
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7250: 7250,POA: Postal Areas,6: Tasmania,2021,5821
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3271: 3271,POA: Postal Areas,2: Victoria,2021,11
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3571: 3571,POA: Postal Areas,2: Victoria,2021,20
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3959: 3959,POA: Postal Areas,2: Victoria,2021,105
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2344: 2344,POA: Postal Areas,1: New South Wales,2021,54
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2647: 2647,POA: Postal Areas,1: New South Wales,2021,193
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3230: 3230,POA: Postal Areas,2: Victoria,2021,286
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6104: 6104,POA: Postal Areas,5: Western Australia,2021,1218
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4886: 4886,POA: Postal Areas,3: Queensland,2021,82
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3713: 3713,POA: Postal Areas,2: Victoria,2021,110
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5630: 5630,POA: Postal Areas,4: South Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2569: 2569,POA: Postal Areas,1: New South Wales,2021,138
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6758: 6758,POA: Postal Areas,5: Western Australia,2021,37
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5140: 5140,POA: Postal Areas,4: South Australia,2021,46
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3616: 3616,POA: Postal Areas,2: Victoria,2021,500
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5451: 5451,POA: Postal Areas,4: South Australia,2021,84
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2221: 2221,POA: Postal Areas,1: New South Wales,2021,786
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4562: 4562,POA: Postal Areas,3: Queensland,2021,653
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5253: 5253,POA: Postal Areas,4: South Australia,2021,2249
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2441: 2441,POA: Postal Areas,1: New South Wales,2021,503
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3472: 3472,POA: Postal Areas,2: Victoria,2021,225
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4418: 4418,POA: Postal Areas,3: Queensland,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4723: 4723,POA: Postal Areas,3: Queensland,2021,67
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3150: 3150,POA: Postal Areas,2: Victoria,2021,3315
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6401: 6401,POA: Postal Areas,5: Western Australia,2021,809
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7016: 7016,POA: Postal Areas,6: Tasmania,2021,423
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2782: 2782,POA: Postal Areas,1: New South Wales,2021,665
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2411: 2411,POA: Postal Areas,1: New South Wales,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5264: 5264,POA: Postal Areas,4: South Australia,2021,96
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3199: 3199,POA: Postal Areas,2: Victoria,2021,6801
